855795860751437824,104,92,43,47,14,12,6,6
855787287145263105,28,42,229,0,6,7,35,0
855743917584781312,75,76,75,99,10,10,10,13
855731167114481664,66,66,104,70,11,11,17,9
855730809969545216,62,68,305,0,10,10,52,0
855695165150949376,37,37,101,0,7,7,17,0
855622164359327744,74,74,215,211,11,11,34,11
855514887983955970,72,58,180,71,10,8,27,10
855496610448646146,67,67,0,0,11,11,0,0
855420780628238339,63,63,153,81,8,8,24,10
855315209161916417,76,70,107,0,13,11,19,0
855279932997595136,90,78,93,0,14,13,18,0
855247160689934336,91,49,182,23,17,8,33,3
855224570713956352,90,90,294,0,17,17,52,0
855206973264072704,81,78,256,0,14,13,41,0
855194637828542466,80,79,163,106,10,9,27,11
855113853948055552,81,89,152,0,15,16,24,0
855107177224302593,43,43,80,0,6,6,11,0
855078905975328768,79,153,184,34,11,23,33,1
855049665410203651,69,49,133,77,14,10,23,13
855043478895693825,72,72,173,0,11,11,25,0
855026403783344128,73,70,194,0,12,13,29,0
855011727418826756,84,68,149,52,17,14,23,2
854996420268613633,73,73,145,79,12,12,23,12
854938376671244289,64,64,196,66,10,10,29,2
854858902630006787,61,55,58,23,12,12,11,1
854832737949171712,67,67,0,0,11,11,0,0
854820706730639360,105,92,88,82,17,16,14,10
854811886390476802,87,87,89,73,14,14,12,6
854779678363660288,93,80,47,80,15,12,6,8
854741108252958720,69,94,251,63,12,14,41,7
854718233869299714,71,80,379,1,13,15,68,1
854700438788222976,54,54,146,0,11,11,24,0
854687470805495808,79,79,383,92,14,14,62,15
854671176152436736,86,78,146,79,15,12,25,10
854645776672272384,72,69,125,0,14,13,21,0
854519013061394434,71,52,80,8,12,9,13,1
854507607637336066,114,72,169,68,21,11,29,8
854461550744219649,113,49,123,140,20,8,21,13
854433102659178496,79,88,458,1,14,16,81,1
854404197437104129,74,74,76,122,12,12,14,19
854355274588729348,57,57,136,0,10,10,25,0
854351357716963329,85,82,88,69,15,16,15,10
854313819396616193,60,58,104,0,12,12,15,0
854305973355372545,64,73,263,1,10,12,42,1
854266073658667008,81,60,77,36,13,10,11,5
854128850493743105,83,48,183,76,16,7,32,10
854079792341286912,33,165,200,50,5,26,32,1
854070498405355521,90,88,181,0,14,14,33,0
854059820055396355,50,88,152,0,6,16,27,0
854045064816971776,88,58,146,96,11,7,23,14
853985186261938176,68,44,61,0,11,8,11,0
853963719394635776,55,55,99,0,7,7,13,0
853956333175017474,103,69,162,112,18,11,25,15
853946092416897025,66,66,199,39,12,12,33,5
853941114558173184,65,41,118,0,13,8,21,0
853888909222322176,91,91,99,78,16,16,15,11
853864357209530368,85,70,110,67,11,9,18,9
853851820007055360,45,120,306,0,7,19,55,0
853817799126523904,94,88,292,0,15,14,44,0
853786555370156032,67,68,151,0,11,11,24,0
853759983879630848,115,161,181,49,21,30,30,1
853732519107334144,74,59,199,65,13,10,32,1
853728852157366272,63,63,77,118,9,9,12,11
853691730075537408,27,119,132,190,7,20,23,21
853684418304716800,106,101,80,29,18,20,16,4
853643905732096000,51,66,471,101,9,12,83,15
853562476159488000,75,107,242,58,12,19,43,9
853533432827269121,67,67,146,0,14,14,25,0
853470753425149952,63,53,283,0,11,7,45,0
853362571017162752,95,95,102,0,14,14,17,0
853330354828136448,78,59,143,87,13,9,25,9
853330098308730881,68,68,57,198,11,12,9,24
853278564728397825,91,46,254,105,13,5,42,14
853246572741763072,65,57,411,52,12,10,71,8
853243919533973504,84,66,182,61,13,11,28,8
853219533888290816,78,78,139,82,11,11,23,7
853197600362823680,67,67,67,78,10,10,13,6
853152927199965184,69,69,96,47,13,13,12,8
853109381487091714,52,53,209,0,8,8,33,0
853104852708327425,84,84,127,0,14,14,20,0
853103591183204354,53,53,0,0,11,11,0,0
853087484896452610,34,34,0,0,7,7,0,0
853086284948148224,53,27,68,112,8,4,11,19
853056785166589952,66,66,0,0,10,10,0,0
853052639952678914,61,61,132,8,9,9,20,1
853021803572342784,47,47,0,0,10,10,0,0
853020066748784640,76,79,48,45,10,12,9,4
853010752311091201,59,94,135,0,10,16,20,0
853008749736472581,103,206,184,41,19,36,30,1
852964178717495298,75,96,134,66,12,15,22,9
852950082194481152,69,41,0,0,11,9,0,0
852935080930676737,87,80,191,28,16,13,32,4
852918130598961156,62,62,140,85,8,8,22,6
852903556562771976,81,51,74,0,14,7,12,0
852871602882715649,69,63,72,0,11,11,10,0
852858984050675713,90,90,147,81,14,14,27,6
852836331231236096,57,66,255,1,7,9,45,1
852790547190210561,58,58,102,16,10,10,18,3
852786843695194114,69,54,201,71,14,12,35,11
852778463182241792,85,42,46,13,10,7,6,3
852759743495938048,86,47,126,0,14,7,17,0
852751580432482305,67,60,243,24,12,11,38,1
852750021644517376,87,87,1,41,15,15,1,5
852695448284483584,103,118,144,41,18,20,23,1
852682839103590400,71,35,137,412,15,5,28,24
852669253014761473,88,88,135,57,12,12,20,6
852656449549463552,70,72,157,44,12,12,25,7
852625617434685440,88,87,144,0,16,16,22,0
852537721985937409,67,185,187,51,11,30,31,1
852534909407309824,76,67,168,60,12,11,24,8
852491578958647297,67,59,148,0,9,8,19,0
852453423790346241,104,44,225,74,15,7,40,11
852452049686024192,54,54,93,0,8,8,17,0
852428663312310272,75,99,60,68,15,17,9,8
852420105346719744,83,56,55,290,15,10,10,36
852416830459318272,59,59,78,72,9,9,13,7
852397952844926976,74,74,139,105,12,12,20,13
852385924440784896,82,71,151,109,15,13,22,17
852364699941449728,61,60,15,73,10,10,2,3
852364474636005376,90,74,238,47,13,12,36,1
852329500796997632,76,73,134,124,13,12,21,12
852320475778863105,73,64,80,0,12,10,14,0
852219838651039747,70,58,88,56,12,9,13,8
852218494280241153,87,65,58,114,13,9,11,15
852215995653423104,97,97,138,58,15,15,23,3
852212472186646530,65,45,173,0,11,7,26,0
852189739298029568,112,57,125,12,17,10,24,2
852177112282918912,82,84,62,0,14,14,12,0
852174992209055744,63,64,251,0,11,11,40,0
852151521001197569,83,29,0,0,13,3,0,0
852147225652322305,97,99,335,75,18,18,56,9
852144277304078338,56,62,89,0,9,11,17,0
852136180468592640,75,63,86,0,11,9,14,0
852126944292483073,80,72,60,47,14,12,10,8
852124904094916608,89,74,113,70,15,13,19,7
852084123606712320,93,102,430,88,13,19,72,12
851935419231031297,71,71,266,0,11,11,45,0
851902726413963265,91,48,191,86,19,9,33,13
851902346271629313,55,63,211,0,8,10,34,0
851889048637632512,78,78,237,63,11,11,34,5
851883998431371265,64,52,239,426,10,8,38,21
851872489143762945,98,187,136,295,15,31,27,15
851871293389537282,53,53,142,0,8,8,22,0
851849099821428738,18,18,44,0,3,3,9,0
851809321138737153,72,147,138,45,13,26,20,1
851784440720367616,116,85,49,50,19,14,9,6
851749917475393536,45,45,138,145,8,8,20,9
851680728169492482,66,66,193,43,10,10,35,5
851650776581775361,61,61,108,143,8,8,15,14
851520059675725824,67,56,66,54,11,10,10,9
851495716933570561,115,67,51,81,17,11,8,12
851460265627570180,63,42,88,60,12,7,16,10
851457249394294784,105,88,44,53,17,13,8,7
851406931382198272,57,68,151,174,11,14,23,11
851398869925728256,91,114,159,0,14,18,29,0
851367413518135298,53,53,128,17,8,8,21,2
851299466380554240,62,62,99,23,8,8,18,3
851290393987629057,77,77,0,0,15,15,0,0
851235280384339969,92,104,147,0,17,21,25,0
851211382251016192,96,38,149,117,19,5,24,7
851200387323506689,107,70,300,0,15,10,46,0
851173244291997696,55,48,185,41,10,7,29,1
851167838056394752,52,51,197,0,9,9,34,0
851167756934406145,65,65,70,62,12,12,11,7
851165067181670400,58,70,485,74,8,12,71,9
851147906279256064,78,84,198,0,12,14,30,0
851139800409284608,83,84,148,52,15,14,22,4
851133669163114496,59,47,0,0,11,9,0,0
851129588709289986,63,63,286,5,10,10,46,1
851122563522670592,81,84,295,0,12,13,48,0
851097393785450497,78,73,174,0,13,12,28,0
851049564408827906,68,62,160,111,11,9,28,11
851036973988954112,68,69,168,21,12,12,26,1
851011808882118659,43,58,191,36,8,10,30,1
850983375913529345,60,60,131,80,10,10,22,5
850964775823708162,70,64,195,254,13,10,29,14
850936563710218240,66,63,142,78,11,9,25,12
850909692721332224,0,52,52,101,0,8,8,12
850886241713303552,67,143,166,22,11,24,30,1
850865362484723712,66,66,77,32,11,11,14,5
850860665396797440,81,73,208,106,12,12,34,7
850840523111677952,61,60,177,58,8,8,31,7
850797676975271936,77,58,57,127,14,11,11,18
850758474191556608,78,79,180,0,12,12,27,0
850748146976268289,77,55,54,230,10,7,7,29
850747602090033152,62,62,303,0,10,10,44,0
850725197305065472,91,61,160,69,17,9,27,8
850724925564264450,64,64,140,82,10,10,19,5
850721881619648514,91,91,123,121,14,14,22,16
850691196322230273,89,27,158,45,17,5,29,8
850661879965929473,73,73,128,59,11,11,24,8
850650991192145920,50,65,186,25,8,11,29,4
850634403810299904,73,69,155,0,12,13,29,0
850498449816637440,99,99,121,0,16,16,22,0
850407073561051137,73,53,175,0,9,7,33,0
850360041953689600,74,87,45,75,11,16,9,11
850337630294343680,39,59,91,0,6,9,15,0
850321382714028035,0,66,138,157,0,10,21,18
850313502342381568,76,57,152,0,11,9,24,0
850291085976981504,66,51,122,92,11,8,19,5
850099709431689217,81,60,153,69,15,12,25,7
850017478730297345,67,67,20,91,11,11,3,13
849984795446824961,89,39,81,69,14,5,13,10
849966939820748800,0,75,134,145,0,10,18,18
849965166372454400,78,78,135,0,13,12,20,0
849958900434599936,115,73,151,162,19,13,28,23
849954941078835201,44,44,194,0,6,7,34,0
849920869610774528,80,86,124,39,13,14,23,7
849875318768680960,68,77,257,60,12,13,46,7
849851664366522372,86,71,170,0,14,13,28,0
849767135647760384,116,65,153,146,19,9,23,16
849728906542403588,75,64,69,123,13,12,11,15
849726666570158080,39,39,46,0,7,7,6,0
849704028955181056,45,60,125,54,8,9,20,7
849680682372792321,56,56,80,72,8,8,13,6
849678369339920384,79,58,112,169,14,9,19,14
849667790034350080,62,62,88,0,9,9,14,0
849660451109691392,80,46,114,68,13,8,21,9
849611585953943552,54,71,146,0,10,13,26,0
849514580556558337,105,105,153,40,17,17,26,2
849505301191688192,56,57,92,61,10,10,15,2
849445548553842689,0,71,120,65,0,11,16,6
849433976808898562,51,87,85,43,6,17,15,6
849388866721239040,41,40,215,24,7,7,38,4
849364334832750593,0,75,331,109,0,11,44,13
849339811890704385,63,75,158,87,10,10,25,13
849333255564402688,75,75,196,204,11,11,31,26
849275466322243585,108,47,116,54,19,10,21,8
849271616181866496,64,64,303,0,13,13,50,0
849260640648794112,53,73,356,57,9,12,56,8
849223872360701952,67,67,117,30,12,12,18,3
849218508282003456,60,66,137,69,9,11,23,8
849192379353575424,108,85,54,24,19,14,8,3
849184821599490048,87,87,124,0,13,13,21,0
849169956285685760,89,125,180,55,16,22,27,1
849070547497570304,61,61,302,0,9,9,55,0
849063720588156928,69,69,0,0,13,13,0,0
849038889880875008,57,67,20,7,13,15,2,1
849032613784309760,65,65,0,0,11,11,0,0
848998188593938433,111,52,187,74,17,7,30,11
848989948510445573,73,59,180,22,13,9,30,1
848959222746402816,63,63,77,0,10,10,12,0
848943257644142597,49,49,211,0,9,9,37,0
848898258277732352,62,60,214,13,11,10,34,1
848891453103366144,72,72,214,47,12,12,41,3
848890353566568450,71,71,34,50,12,12,6,4
848886571269058560,59,59,111,70,10,10,19,3
848862645931450370,78,60,58,74,15,10,14,13
848838448463183872,52,61,339,1,9,11,55,1
848758228578168834,81,59,156,132,10,8,23,6
848721286238961664,104,39,127,46,19,7,20,5
848635411345940481,113,57,146,106,20,9,24,8
848633692935385092,44,69,457,0,7,11,85,0
848588892467064832,98,107,130,40,15,16,22,5
848582467275673600,91,92,170,0,15,16,27,0
848580822001209344,86,46,256,176,15,7,43,9
848531739685396483,87,67,58,107,12,9,9,13
848515615463788544,17,62,151,0,4,10,26,0
848501554185424896,56,57,56,188,8,8,8,24
848497706603470848,95,72,170,67,13,11,23,7
848457738279669760,113,61,163,80,16,9,25,12
848355378433843200,87,86,222,120,15,17,35,16
848312710630694912,0,97,97,51,0,16,16,6
848285494102425600,109,54,145,87,17,8,22,13
848272781905203200,67,67,45,70,8,8,8,9
848256186457653249,54,66,91,0,10,12,13,0
848245110928232448,74,74,55,105,13,13,8,8
848218436538859520,82,89,140,0,12,15,24,0
848192556454359041,90,59,58,223,16,10,10,28
848168877590708228,29,96,96,86,5,15,15,13
848152330512064512,64,60,143,21,10,8,24,1
848123250571915265,29,29,468,130,7,7,81,15
848104739241897993,55,146,195,46,10,27,35,1
848060069040214017,85,90,14,63,14,16,3,12
848030333694038016,9,53,100,0,2,11,19,0
848029863860502528,66,67,121,0,9,9,17,0
847980353704820736,81,54,151,72,13,9,28,12
847968756605132800,55,55,0,0,10,10,0,0
847958315011371009,49,19,65,11,7,3,10,1
847931898139746304,83,64,131,0,14,12,23,0
847931557474172929,58,58,145,0,8,8,23,0
847928146984935424,80,89,189,0,16,17,25,0
847850500124966913,89,87,118,189,16,16,22,23
847762765032960000,104,72,152,75,18,12,28,13
847560323708051456,86,52,166,43,15,9,31,7
847539048365346817,72,56,122,112,13,10,26,5
847537855350136836,74,74,128,0,13,13,18,0
847532265357942784,74,75,179,0,11,11,31,0
847488627240181760,62,89,97,0,10,16,14,0
847480416382492676,54,54,0,0,9,9,0,0
847460727119945728,60,68,79,59,11,12,15,4
847416897075159040,52,69,304,0,8,11,44,0
847411022566531077,46,46,91,0,7,7,14,0
847400522516619268,70,69,105,66,10,10,15,8
847395934879207424,60,70,91,105,9,11,16,8
847331309877739520,82,83,180,144,14,14,30,8
847330298744274945,73,74,98,0,8,8,14,0
847327280061919232,54,62,305,71,11,12,56,11
847270829700243456,33,42,451,0,7,9,77,0
847234958154321922,111,69,174,360,17,12,26,23
847225338153148417,68,28,155,114,13,5,26,14
847204278934614017,91,50,59,76,16,9,10,10
847197415237193728,12,76,124,320,2,11,17,36
847178130628526080,76,63,77,28,14,11,14,1
847145357507268609,77,93,100,0,14,16,17,0
847141355491151872,23,23,80,57,3,3,12,5
847061348165042176,55,55,86,0,6,6,16,0
847049978367393795,45,213,125,80,7,36,20,4
846972947906662400,83,83,126,0,14,14,19,0
846967230155952130,21,58,85,0,3,9,15,0
846910472498659330,67,66,91,0,10,10,14,0
846893954809286665,50,99,189,50,6,16,29,1
846803705697591296,100,80,344,0,14,12,49,0
846797543266828288,71,50,172,53,16,10,32,10
846765012106592257,104,84,219,0,16,13,33,0
846655664894152705,92,59,104,0,16,13,23,0
846611214427873280,83,77,134,68,13,12,19,9
846505386882617345,38,38,302,0,8,8,49,0
846496451467317249,60,83,133,29,9,10,19,4
846465623907586049,82,41,195,0,14,6,33,0
846414447497367552,30,53,53,107,5,10,10,15
846390127144439808,88,113,188,50,11,15,27,1
846387341606432769,63,64,137,0,11,11,24,0
846344563618930688,74,74,80,113,13,13,14,16
846259241513971713,79,79,218,74,13,13,33,3
846145506673905665,116,55,54,57,18,6,6,7
846142692534996992,47,25,87,0,10,6,18,0
846123346232160256,70,230,204,64,9,37,34,1
846079189950320642,56,56,118,0,9,9,21,0
846077572421169153,66,66,48,45,10,10,8,4
846046339980918788,62,73,265,60,13,12,44,10
846030903176564737,84,84,80,154,13,13,15,13
846030877977186304,116,30,127,285,22,5,21,29
845998875462815745,66,67,151,87,13,7,30,12
845932695821713408,51,51,91,0,7,7,14,0
845908185340891137,77,162,184,103,12,28,28,2
845901383383498752,79,75,0,0,14,14,0,0
845900849708707840,63,29,119,76,10,4,18,8
845898131111886849,53,25,112,279,12,5,16,15
845867915194896384,81,90,403,1,16,18,71,1
845791068302004225,95,74,148,12,14,12,22,1
845768201627750402,60,60,22,37,11,11,5,2
845765744621162496,91,91,437,111,15,15,72,14
845760068352061441,54,54,116,8,8,8,23,1
845705131756867585,67,68,187,0,11,11,26,0
845696792742236166,84,68,162,45,13,9,21,6
845684495017824260,65,64,143,0,10,10,21,0
845673429806333953,77,48,262,202,13,8,40,11
845661991154995202,64,71,15,119,9,10,3,10
845655831790194688,33,77,151,105,6,12,22,13
845637858325135360,63,67,147,142,9,11,23,14
845604451301949442,89,59,59,42,14,9,10,7
845576762922848256,65,65,102,0,9,9,12,0
845564874587435009,103,85,108,81,17,14,21,10
845500510652239872,88,65,83,35,15,10,14,5
845460745781436416,74,74,129,155,10,10,18,20
845403607658909696,71,80,280,1,11,13,46,1
845403170465632258,80,80,80,79,15,15,11,11
845388574786813952,77,83,309,0,10,12,50,0
845378142114078721,85,85,151,0,11,11,23,0
845314328366592003,77,77,79,70,15,15,14,7
845305885354348545,115,74,180,62,20,12,32,5
845301214057316353,85,60,234,0,13,10,32,0
845297321294352386,87,80,221,187,14,13,42,26
845292902326636544,74,54,100,191,15,10,18,20
845285331154952192,81,66,119,0,12,10,19,0
845178372468719616,61,65,98,0,9,10,13,0
845123773330161665,85,72,128,46,12,11,18,6
845107775256510464,57,57,192,0,9,9,35,0
845103149971070976,61,104,190,26,12,20,34,1
845087800550739969,94,52,117,103,12,8,15,11
845072946808979456,87,102,176,35,13,14,29,1
845062643761266691,89,95,106,0,13,15,17,0
845057322032349184,56,68,254,101,9,10,44,14
844997421423890436,72,63,208,31,14,12,38,5
844965154009858049,43,91,86,0,9,15,15,0
844924203136638976,75,75,254,0,11,12,42,0
844919205459906560,43,62,94,0,9,10,17,0
844892740278272001,56,71,39,96,8,10,8,7
844847759052046336,48,28,79,68,9,4,14,8
844813968627576832,81,75,112,77,12,10,18,8
844705242021314561,69,70,207,39,14,11,35,5
844656986260164609,88,88,117,135,14,14,16,10
844592031930503168,61,64,70,0,8,11,14,0
844590615186886660,59,55,161,41,13,12,32,1
844511514698616834,101,101,37,0,21,21,7,0
844424335376990208,43,92,126,63,7,15,20,9
844398322341285892,66,48,117,0,12,9,19,0
844392695313453056,53,53,81,49,7,7,13,1
844390177711816704,76,64,126,0,10,9,21,0
844367025736749056,53,49,202,77,10,9,36,12
844358506627170305,8,109,146,111,2,17,23,12
844341113641144324,45,53,390,629,10,11,59,33
844326099895095299,34,87,148,87,6,13,25,9
844292687830372360,32,32,70,0,5,5,12,0
844282969732800512,74,74,0,0,12,12,0,0
844278194899505153,81,61,66,71,15,9,12,6
844266748140371968,67,79,169,70,11,13,25,10
844262550393044997,89,75,153,61,15,12,23,8
844239805085028352,106,118,223,211,21,20,37,25
844227633651105792,76,68,140,94,12,13,24,10
844216495722979328,62,62,155,75,10,10,25,7
844214265481510912,92,80,254,0,12,11,43,0
844195647368679424,87,52,157,70,15,9,23,12
844166954642563073,18,90,137,92,2,14,22,10
844166726493331456,90,49,145,0,15,9,26,0
844165446274228224,46,55,384,1,7,9,61,1
844147085947617280,72,72,116,75,10,10,22,9
844133505701416961,48,48,97,0,8,8,17,0
844101286807179265,86,73,147,0,15,12,22,0
843987022830342144,39,33,107,56,7,6,17,7
843969177396428802,78,78,106,43,14,14,16,4
843967650677977088,65,65,0,0,12,12,0,0
843947783170199552,102,47,311,352,18,7,48,17
843915080819388416,83,60,57,0,14,9,10,0
843902280910934016,49,75,77,139,7,14,14,19
843889467530338304,69,61,229,50,12,11,36,7
843876071640629249,76,76,156,120,11,11,27,8
843804072293613569,58,58,57,228,9,10,10,29
843794254744891393,91,91,168,64,14,14,30,3
843762568871198720,87,75,183,91,12,11,29,14
843685862806360064,78,32,71,45,15,4,13,2
843681006762844160,84,71,95,0,11,10,14,0
843680501630099456,51,51,0,0,8,8,0,0
843635958922854400,44,47,0,0,10,9,0,0
843607064589012992,70,79,123,56,11,12,22,4
843590690047217664,91,47,263,75,15,8,39,11
843572302818217985,81,80,31,0,13,13,5,0
843561482600300550,110,73,186,600,19,12,29,52
843550183384399872,100,104,104,103,18,16,16,12
843543353430069248,91,264,77,71,18,43,15,10
843488487294865408,53,54,150,0,7,7,23,0
843472401056890880,68,164,188,34,12,27,34,1
843438374325125120,70,69,189,64,9,9,31,10
843404959286812673,58,59,58,113,8,8,8,15
843376218762297344,68,68,136,161,13,13,24,10
843331426351308801,103,46,199,74,16,7,30,10
843288418302005248,64,72,72,145,12,11,11,17
843276087077552128,65,55,46,45,13,11,8,2
843263000140288005,56,56,0,0,10,10,0,0
843261883935330304,27,27,0,0,5,5,0,0
843184449290420224,65,139,112,55,12,23,18,1
843183979586961408,88,97,424,1,16,18,72,1
843151519524536320,67,67,192,95,10,10,27,13
843058799586004992,58,59,58,222,11,11,11,28
843054932282478592,113,77,135,94,21,11,23,11
843020906872168450,76,60,260,13,13,11,45,1
842988509602304000,79,79,71,43,13,14,14,7
842956581339766784,92,80,187,55,17,12,28,7
842948951477305344,91,121,164,43,15,19,30,1
842947671652483072,82,82,111,0,15,15,20,0
842939662394052608,84,84,128,104,14,14,24,11
842933635737096193,80,65,153,128,11,11,23,19
842933580485484544,77,78,228,0,13,13,34,0
842899613359243272,64,50,68,5,10,8,9,1
842898599847649281,60,18,79,100,10,2,15,8
842887984626122752,75,74,0,0,11,12,0,0
842837856909496320,90,89,24,73,14,14,5,8
842807067836604417,71,165,169,44,11,30,30,1
842787353320210433,93,163,169,53,16,31,26,1
842775754404511744,51,77,196,144,10,13,32,17
842770777443389441,57,69,146,98,11,11,24,9
842753179527892993,91,74,152,83,15,12,25,7
842749910076309504,52,89,81,38,7,18,16,5
842743842906488833,76,70,243,0,11,10,40,0
842742567812976642,72,81,144,0,11,12,24,0
842740317375873024,79,58,259,33,12,9,44,1
842736400424488960,89,42,197,441,14,7,31,22
842700819975823361,59,59,300,0,11,11,46,0
842680661311856641,89,89,124,36,11,11,17,2
842581883129012224,65,111,162,73,11,17,27,9
842529796097753088,116,72,192,146,18,11,27,16
842507667004383232,61,61,216,76,10,10,30,8
842490667309944833,74,70,94,19,14,13,16,3
842483121647992833,56,56,119,0,8,8,18,0
842452207127691264,89,75,133,79,18,15,22,5
842435320180273152,91,43,215,0,15,8,35,0
842413909860614144,79,52,88,69,12,8,15,10
842394681577222144,83,75,125,0,12,11,20,0
842384969838264325,74,58,244,86,10,9,34,12
842351421534101504,97,98,204,72,14,15,31,8
842349585259466754,56,58,55,103,9,9,9,14
842282297789431809,74,64,144,24,13,12,25,1
842271732669009920,116,70,158,72,22,11,23,9
842239005454393345,91,15,65,54,15,2,13,3
842218870555443203,80,60,279,0,12,10,45,0
842213096219414528,98,60,142,105,16,10,19,9
842132127072284673,91,59,58,178,13,10,10,22
842118730851225602,90,67,70,94,15,11,13,12
842094582728933377,89,103,171,226,11,16,25,30
842079337205661697,57,66,145,0,9,10,24,0
842074484026798081,79,70,194,18,16,12,36,3
842070906587492357,64,64,144,92,11,11,22,8
842061101286207488,55,37,72,245,8,6,11,25
842058382915825664,43,43,89,0,8,8,12,0
842048618425143297,115,58,251,86,19,11,36,14
842032794331189248,84,84,66,34,14,14,13,4
842026984070889473,90,76,156,64,15,10,24,8
841899773208756225,54,43,102,0,11,8,19,0
841876615852355584,58,15,65,54,11,2,13,3
841793588644204544,53,53,172,0,10,10,30,0
841733941199429632,69,97,183,87,10,18,32,10
841696430985248770,51,51,0,0,9,9,0,0
841695437979570180,54,54,118,68,9,9,21,8
841680309406056448,100,65,22,33,17,12,3,4
841677608932769794,28,72,133,159,3,12,18,19
841670201246642178,50,72,77,178,8,12,13,16
841665229725429760,78,78,197,34,12,12,26,2
841662866373693441,52,52,0,0,9,9,0,0
841653129343041537,47,51,115,16,8,9,20,1
841647145035919360,69,78,141,0,10,11,20,0
841622627458392065,75,62,177,168,16,13,29,13
841604899146235904,73,73,105,0,12,13,21,0
841565986310483968,53,121,156,29,9,21,24,1
841537378841948160,70,70,0,0,11,11,0,0
841506940131905538,61,46,303,0,11,8,47,0
841477994283700227,71,57,135,137,12,9,21,17
841463585620529152,82,82,94,49,14,14,15,3
841424890477576193,84,93,390,1,16,18,79,1
841402159753224192,116,86,104,104,19,12,16,7
841380846732943360,86,57,105,0,12,9,19,0
841374601087242242,71,71,137,74,11,11,24,3
841370784295673856,53,53,157,37,9,9,26,3
841329274162466816,51,51,150,520,9,9,23,29
